Title,Latitude,Longitude,Person,Category,Notes,Wikidata,Image,Copyright
Sir Walter Scott,40.7700681,-73.9724225,Walter Scott,Arts,,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Central_Park%27s_Walter_Scott_statue_01.jpg/1536px-Central_Park%27s_Walter_Scott_statue_01.jpg,
Otis Ray Redding Statue,32.8383756,-83.6214589,Otis Ray Redding,Arts,,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/OtisReddingStatue.jpg/440px-OtisReddingStatue.jpg,
William Shakespeare Monument,41.9238178,-87.6362126,William Shakespeare,Arts,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Chicago_20151110_73_William_Shakespeare_statue%2C_Belden_Ave._%40_Lincoln_Park_West_%2833267028670%29.jpg/2560px-Chicago_20151110_73_William_Shakespeare_statue%2C_Belden_Ave._%40_Lincoln_Park_West_%2833267028670%29.jpg,
Beethoven Statue,34.0485737,-118.2525189,Ludwig van Beethoven,Arts,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Statue_of_Beethoven_in_Pershing_Square_in_Downtown_Los_Angeles_%28DTLA%29_18.jpg/1362px-Statue_of_Beethoven_in_Pershing_Square_in_Downtown_Los_Angeles_%28DTLA%29_18.jpg,
Robert Burns Statue,42.3437904,-71.0917466,Robert Burns,Arts,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Robert_Burns_by_Henry_Hudson_Kitson_-_Boston%2C_MA_-_DSC05831.JPG/1536px-Robert_Burns_by_Henry_Hudson_Kitson_-_Boston%2C_MA_-_DSC05831.JPG,
Chick Hearn Statue,34.0437392,-118.2667213,Chick Hearn,Sports,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/2018-07-02_wife_with_chick_hearn_statue_staples_center.jpg/2560px-2018-07-02_wife_with_chick_hearn_statue_staples_center.jpg,
Shakespeare Memorial,39.9587695,-75.1712127,William Shakespeare,Arts,No depiction of Shakespeare,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Shakespeare_Memorial_Philly.JPG/1536px-Shakespeare_Memorial_Philly.JPG,
Cesar Chavez Statue,34.2798776718204,-118.4367255975,Cesar Chavez,Civil Rights,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/2014%2C_On_San_Fernando_Streets%2C_Cesar_Chavez_Memorial_-_panoramio_%283%29.jpg/1365px-2014%2C_On_San_Fernando_Streets%2C_Cesar_Chavez_Memorial_-_panoramio_%283%29.jpg,
Columbus Monument,42.5871085,-87.8094947,Christopher Columbus,Explorer,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Kenosha_July_2022_010_%28Celebration_Place_at_HarborPark%29.jpg/1280px-Kenosha_July_2022_010_%28Celebration_Place_at_HarborPark%29.jpg,
Louis Armstrong Statue,29.9625517,-90.0686065,Louis Armstrong,Arts,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Louis_Armstrong_statue-New_Orleans.jpg/576px-Louis_Armstrong_statue-New_Orleans.jpg,
Thomas Moore Statue,40.7659359,-73.9732464,Thomas Moore,Arts,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Moore_bust_%26_girls_CP_jeh.jpg/1280px-Moore_bust_%26_girls_CP_jeh.jpg,
Confucius Statue,40.71422,-73.9971258,Confucius,Religious,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/New_York_City_%2826443220978%29.jpg/1365px-New_York_City_%2826443220978%29.jpg,
Cesar Chavez Statue,30.285667,-97.740333,Cesar Chavez,Civil Rights,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/The_University_of_Texas_at_Austin_02.JPG/1365px-The_University_of_Texas_at_Austin_02.JPG,
John Singleton Copley Statue,42.3500945,-71.0766807,John Singleton Copley,Arts,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Boston_%282019%29_-_273.jpg/768px-Boston_%282019%29_-_273.jpg,
Chester A. Arthur Statue,42.8181144,-73.9294226,Chester A. Arthur,President,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Arthur_Statue.JPG/1280px-Arthur_Statue.JPG,
Chief Leatherlips Monument,40.1170124,-83.1105641,Chief Leatherlips,Native American,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Chief_Leatherlips_Monument_-_DPLA_-_91d94f3484d48176edd8ec68c6a65200.jpg/2560px-Chief_Leatherlips_Monument_-_DPLA_-_91d94f3484d48176edd8ec68c6a65200.jpg,
Statue of Socrates,40.7678056,-73.9223712,Socrates,Arts,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Athens_Square_Park_Qns_td_%282019-08-21%29_16_-_Socrates.jpg/2560px-Athens_Square_Park_Qns_td_%282019-08-21%29_16_-_Socrates.jpg,
William Shakespeare Statue,40.7698226,-73.9723909,William Shakespeare,Arts,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Central_Park_Shakespeare_statue_03.jpg/1536px-Central_Park_Shakespeare_statue_03.jpg,
Jim Henson Statue and Memorial Garden,38.98765,-76.945076,Jim Henson,Arts,,,https://vignette.wikia.nocookie.net/muppet/images/3/39/Statue.hensonumd.jpg/revision/latest?cb=20070123054316,no copyright
Statue of Christopher Columbus,40.7680932,-73.9818866,Christopher Columbus,Explorer,,,https://www.askideas.com/media/40/Closeup-Of-Christopher-Columbus-Statue-At-Columbus-Circle.jpg,no copyright
Chief Wagmong Statue,41.1498829,-81.4569075,Chief Wagmong,Native American,,,https://www.biketripper.net/images/ohio/bike-hike/bike-hike-07-02.JPG,no copyright
Chet Atkins Statue,36.1678723,-86.7824646,Chet Atkins,Arts,,,https://www.encirclephotos.com/wp-content/uploads/Tennessee-Nashville-Chet-Atkins-Statue.jpg,no copyright
Statue of John McLaren,37.7720347542141,-122.464793820982,John McLaren,Scientist,,,https://www.foundsf.org/images/thumb/d/d9/John-McLaren.jpg/510px-John-McLaren.jpg,no copyright
John Milton Statue,38.7759521,-75.3119461,John Milton,Arts,,,https://www.hmdb.org/Photos1/134/Photo134779.jpg,no copyright
Standing Bear Statue,40.8152397,-96.7000219,Standing Bear,Native American,,,https://www.lincoln.ne.gov/files/sharedassets/public/v/1/parks-amp-rec/parks-amp-facilities/public-art/standing-bear.jpg?dimension=pageimagefullwidth&w=1140,no copyright
Degraffenried Memorial,35.1068195,-77.0386497,Christopher de Graffenried,Founder,,,https://www.ncpedia.org/sites/default/files/styles/anchor_images/public/von_graffenried.jpg?itok=eSPHGQxy,no copyright
Philip Seymour Hoffman statue,43.1525172,-77.5805311,Philip Seymour Hoffman,Arts,,,https://www.roadsideamerica.com/attract/images/ny/NYROChoffman_brian1.jpg,no copyright
Loretta Lynn Statue,36.1613496,-86.778786,Loretta Lynn,Arts,,,https://www.roadsideamerica.com/attract/images/tn/TNNASlynn_obrien1.jpg,no copyright
Edna St Vincent Millay Statue,44.2112239,-69.0634039,Edna St Vincent Millay,Arts,,,https://www.travelmag.com/wp-content/uploads/2016/10/MillayStatue_JanineWeismanTM.jpg,no copyright
Frank Lloyd Wright Statue,28.0334785728731,-81.9495386803539,Frank Lloyd Wright,Arts,,,https://live.staticflickr.com/1481/24009837503_a699cbe2d8_b.jpg,no copyright
1905 Wright Flyer III Sculpture,39.7566879,-84.207265,"Orville Wright, Wilbur Wright",Inventor,,,,
2nd Lt Carol Ann Drazba Statue,41.4127283,-75.6646468,2nd Lt Carol Ann Drazba,Military,,,https://monumentsbyparise.com/1220/Ultra/Drazba-Memorial.jpg,no copyright
A statue of Pierre de Coubertin,33.76044067424,-84.3935819940502,A Pierre de Coubertin,Other,,,https://upload.wikimedia.org/wikipedia/commons/7/7c/Pierre_de_Coubertin_statue%2C_Atlanta_5.jpg,
Kent State Memorial:Abraham and Isaac,40.349012,-74.6568116,Abraham and Isaac,Religious,,,,
El Cid Campeador Statue,32.7309321906297,-117.150427429991,El Cid,Historical,,,https://upload.wikimedia.org/wikipedia/commons/6/62/Ed_Cid_Statue_close_view.jpg,
Abraham de Peyster statue by George Edwin Bissell,40.7152554,-74.0028335,Abraham de Peyster,Politician,,,https://upload.wikimedia.org/wikipedia/commons/0/09/DePeyster_statue%2C_Bowling_Green%2C_looking_north_on_Broadway%2C_Manhattan_%28NYPL_b13668355-482566%29.jpg,
Abraham Lincoln,43.6167466154519,-116.200694308145,Abraham Lincoln,President,,,https://upload.wikimedia.org/wikipedia/commons/d/d4/Downtown%2C_Boise%2C_ID_83702%2C_USA_-_panoramio_%288%29.jpg,
Abraham Lincoln • The Hoosier Youth,41.073761,-85.1398967,Abraham Lincoln,President,,,https://upload.wikimedia.org/wikipedia/commons/9/94/Manship%27s_Lincoln_2.jpg,
Abraham Lincoln as a young man bronze statue.,39.7685468,-86.1651976,Abraham Lincoln,President,,,https://www.presidentsusa.net/lincolnindianapolis3.jpg,no copyright
Abraham Lincoln Memorial Monument,41.2367911,-105.4366128,Abraham Lincoln,President,,,https://upload.wikimedia.org/wikipedia/commons/d/df/Lincoln_Monument_2016-09-26_163.jpg,
Abraham Lincoln Memorial Statue,44.9812674,-124.0056047,Abraham Lincoln,President,,,https://media-cdn.tripadvisor.com/media/photo-s/0a/8e/c5/0d/abe-lincoln-memorial.jpg,no copyright
Abraham Lincoln Monument,39.9695749,-75.184457,Abraham Lincoln,President,,,https://upload.wikimedia.org/wikipedia/commons/7/77/Lincoln_1871_Fairmount.jpg,
Abraham Lincoln Monument,42.6762324,-88.2767987,Abraham Lincoln,President,,,https://burlingtonhistory.org/Newsletters/Newsletter_Images/Lincoln%20Statue.jpg,no copyright
Abraham Lincoln Monument (sculpture),41.5020717,-81.6922342,Abraham Lincoln,President,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Abraham_Lincoln_Statue_in_Cleveland_%2837333361272%29.jpg/1280px-Abraham_Lincoln_Statue_in_Cleveland_%2837333361272%29.jpg,
Abraham Lincoln Sitting Statue,43.6096037,-116.2035636,Abraham Lincoln,President,,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Downtown%2C_Boise%2C_ID_83702%2C_USA_-_panoramio_%288%29.jpg/1280px-Downtown%2C_Boise%2C_ID_83702%2C_USA_-_panoramio_%288%29.jpg,
Abraham Lincoln Statue,38.8950248,-77.0175222,Abraham Lincoln,President,,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Lincoln_at_the_DC_Court_of_Appeals.JPG/1108px-Lincoln_at_the_DC_Court_of_Appeals.JPG,
Abraham Lincoln Statue,39.8307142,-77.2307904,Abraham Lincoln,President,,,https://i.gettysburgdaily.com/imgs/ReturnVisitStatue021612/ReturnVisitStatue02161202.jpg,no copyright
Abraham Lincoln Statue,40.4395768,-79.875912,Abraham Lincoln,President,,,https://www.roadsideamerica.com/attract/images/pa/PAWILlincoln_paul.jpg,no copyright
Abraham Lincoln Statue,40.4797386,-88.9941417,Abraham Lincoln,President,,,https://i.pinimg.com/originals/a0/6c/e0/a06ce02c12341003f1678c70ad47c953.jpg,
Abraham Lincoln Statue,40.6584105,-73.9649299,Abraham Lincoln,President,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/10_04_2020_Lincoln_Monument_Concert_Grove.jpg/1280px-10_04_2020_Lincoln_Monument_Concert_Grove.jpg,
Abraham Lincoln Statue,42.015427,-94.3740932,Abraham Lincoln,President,,,https://upload.wikimedia.org/wikipedia/commons/2/28/JeffersonIA_LincolnStatue.jpg,
Abraham Lincoln Statue,42.5153479,-96.4078801,Abraham Lincoln,President,,,https://www.presidentsusa.net/lincolnsiouxcity1.jpg,
Abraham Lincoln Statue,43.0403078,-87.8978256,Abraham Lincoln,President,,,https://city.milwaukee.gov/ImageLibrary/Groups/ccClerk/HPC/Images/War-Memorials-Individual-Pages/LincolnMemorial.jpg,
Abraham Lincoln Statue,47.2258834,-122.4409717,Abraham Lincoln,President,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Lincoln_High_School%2C_Tacoma%2C_WA_-_statue_01.jpg/768px-Lincoln_High_School%2C_Tacoma%2C_WA_-_statue_01.jpg,
Abraham Lincoln Statue Plaza,39.1606812,-89.4935629,Abraham Lincoln,President,,,https://i.pinimg.com/736x/16/e5/2b/16e52bcd3eb7ae3a43caad7ee0d7c93c.jpg,
"Abraham Lincoln, Head of State",41.8772996,-87.6215207,Abraham Lincoln,President,,,https://upload.wikimedia.org/wikipedia/commons/c/cb/Lincoln_Statue_Chicago.jpg,
Abraham Lincoln: The Man,41.9125152,-87.6301423,Abraham Lincoln,President,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Lincoln_The_Man.JPG/1536px-Lincoln_The_Man.JPG,
Bust of Abraham Lincoln,42.1554829,-88.1481529,Abraham Lincoln,President,,,https://live.staticflickr.com/5610/15309524067_5a3bb46cf9_b.jpg,no copyright
Lincoln Landing,41.5902263,-88.0583755,Abraham Lincoln,President,Noteworthy,,https://www.presidentsusa.net/lincolnlockport5.jpg,
Lincoln Memorial,38.8892686,-77.050176,Abraham Lincoln,President,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Statue_of_Abraham_Lincoln%2C_Lincoln_Memorial_%282024%29-L1005507.jpg/1280px-Statue_of_Abraham_Lincoln%2C_Lincoln_Memorial_%282024%29-L1005507.jpg,
Lincoln Memorial Sculpture,38.2616592,-85.7398045,Abraham Lincoln,President,,,https://images.fineartamerica.com/images/artworkimages/mediumlarge/3/abraham-lincoln-statue-at-waterfront-park-in-louisville-kentucky-9576-jack-schultz.jpg,
Lincoln State Monument,41.8464149,-89.4851272,Abraham Lincoln,President,,,https://presidentsusa.net/lincolndixon1.jpg,
Lincoln Statue,39.7984023,-89.6537412,Abraham Lincoln,President,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Gfp-illinois-springfield-lincoln-statue.jpg/1280px-Gfp-illinois-springfield-lincoln-statue.jpg,
Lincoln Statue,40.8080726,-96.7008966,Abraham Lincoln,President,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Nebraska_State_Capitol_W_entrance_Lincoln_2.JPG/1019px-Nebraska_State_Capitol_W_entrance_Lincoln_2.JPG,
Lincoln Statue,41.9686925,-87.6886761,Abraham Lincoln,President,,,http://photos.wikimapia.org/p/00/01/98/17/52_big.jpg,no copyright
Lincoln Statue,39.7599888,-84.1923033,Abraham Lincoln,President,,,https://arc-anglerfish-arc2-prod-cmg.s3.amazonaws.com/public/HVMGZ7TYQZEQLU3EQS6CTWBWOM.jpg,
Lincoln the Rail-Splitter,41.8817966,-87.7160588,Abraham Lincoln,President,,,http://2.bp.blogspot.com/-nrjObZTuVdU/TpMpMNhEErI/AAAAAAAAkFQ/q-euhKBTOCw/w1200-h630-p-k-no-nu/LI-sculp-Abe-001b.jpg,
"Lincoln, The Emancipator",42.9352952,-78.8761282,Abraham Lincoln,President,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/%22Lincoln%2C_The_Emancipator%22%2C_Buffalo_History_Museum%2C_Buffalo%2C_New_York%2C_October_2012.jpg/1536px-%22Lincoln%2C_The_Emancipator%22%2C_Buffalo_History_Museum%2C_Buffalo%2C_New_York%2C_October_2012.jpg,
President Abraham Lincoln,39.771431,-86.1562978,Abraham Lincoln,President,,,http://www.warmemorialsofindiana.org/wp-content/uploads/2020/11/IMG_1393a.jpg,no copyright
President Abraham Lincoln Statue,44.081904,-103.2327325,Abraham Lincoln,President,,,https://presidentsusa.net/lincolnrapidcity.jpg,no copyright
Statue of Abraham Lincoln,39.7287994,-89.6182327,Abraham Lincoln,President,,,https://1.bp.blogspot.com/-4WGsuF4CiGQ/VzImLd-3QPI/AAAAAAAAFUY/pUo0u7DkXCws-qgwCK1SG9O1wdlVLnTAgCLcB/s1600/1.jpg,no copyright
Statue of Abraham Lincoln,39.0471493,-95.6777633,Abraham Lincoln,President,,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Lincoln_Statue_in_Topeka.jpg/1024px-Lincoln_Statue_in_Topeka.jpg,
Statue of Abraham Lincoln,37.7789872,-122.4185703,Abraham Lincoln,President,,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Lincoln_Memorial_in_San_Francisco.JPG/1344px-Lincoln_Memorial_in_San_Francisco.JPG,
Statue Of Abraham Lincoln,37.5737936,-85.7403897,Abraham Lincoln,President,,,https://upload.wikimedia.org/wikipedia/commons/7/7d/Lincoln_Heritage_Scenic_Highway_-_Adolph_Weinman%27s_Abraham_Lincoln_Statue_-_NARA_-_7720071_%28cropped%29.jpg,
Statue of Abraham Lincoln (District of Columbia City Hall),38.895050794924,-77.0175666207261,Abraham Lincoln,President,,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/District_of_Columbia_Court_of_Appeals_%282013%29_-_2.JPG/1536px-District_of_Columbia_Court_of_Appeals_%282013%29_-_2.JPG,
Statue of Abraham Lincoln (Lincoln Memorial),38.8892940878855,-77.0501637130901,Abraham Lincoln,President,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Statue_of_Abraham_Lincoln%2C_Lincoln_Memorial_%282024%29-L1005507.jpg/1280px-Statue_of_Abraham_Lincoln%2C_Lincoln_Memorial_%282024%29-L1005507.jpg,
Statue of Abraham Lincoln at Lytle Park,39.1011472,-84.5042973,Abraham Lincoln,President,,,https://upload.wikimedia.org/wikipedia/commons/b/b7/Armando_Diaz_at_Lincoln_Statue_Ohio_-_Feb_11_1922_NPG.jpg,
The Lincoln Monument,40.7985963,-85.8210966,Abraham Lincoln,President,,,https://upload.wikimedia.org/wikipedia/commons/8/82/Estatua_de_Lincoln%2C_Wabash%2C_Indiana%2C_Estados_Unidos%2C_2012-11-12%2C_DD_01_%28cropped%29.jpg,
The Young Lincoln,41.9897691,-87.6694313,Abraham Lincoln,President,,,https://cdn.abcotvs.com/dip/images/2128933_imageuploadedfromios7201.jpg,no copyright
Abraham Lincoln and Grace Bedell Statue,42.3219564,-79.5784857,Abraham Lincoln and Grace Bedell,"President, Other",,,https://upload.wikimedia.org/wikipedia/commons/a/a1/Lincoln_Bedell_statue.jpg,
Abraham Lincoln and Tad Statue,39.1000129,-94.5779578,Abraham Lincoln and Tad,"President, Other",,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Abraham_Lincoln_Kansas_City_City_Hall_Statue.jpg/1536px-Abraham_Lincoln_Kansas_City_City_Hall_Statue.jpg,
Abraham Lincoln and Tad Statue,41.5911415,-93.6048624,Abraham Lincoln and Tad,"President, Other",,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Iowa_State_Capitol_-_49269478972.jpg/1280px-Iowa_State_Capitol_-_49269478972.jpg,
Abraham and Mary Todd Lincoln Statue,42.7207575,-87.7819314,"Abraham,Mary Todd Lincoln","President, Other",,,https://1.bp.blogspot.com/-48la6ljDjCk/X63V0NRsAjI/AAAAAAAAjmk/3-oGWSRgWrMvDUkMtVS16IRlDoit9zqlgCLcBGAsYHQ/w664-h784/Abraham%2Band%2BMary%2BTodd%2BLincoln%2BStatue%252C%2BRacine%252C%2BWisconsin.png,no copyright
Admiral David Glasgow Farragut Monument,40.74275,-73.9876581,Admiral David Glasgow Farragut,Military,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Mad_Park-David_Glasgow_Farragut_statue-N_side.jpg/768px-Mad_Park-David_Glasgow_Farragut_statue-N_side.jpg,
Admiral Husband E. Kimmel Statue,37.8417383,-87.5932337,Admiral Husband E. Kimmel,Military,,,https://explorekyhistory.ky.gov/files/original/7ecb48077f1726081bcaeb00246a9e72.jpg,no copyright
Alabam Statue - Hoover Dam Hero,35.9767462,-114.8386706,Alabam,Other,Noteworthy,,https://3.bp.blogspot.com/-zTxd4L_U5Z8/ToBASxO3VOI/AAAAAAAAAG4/2kjhhbghNhM/s1600/alabam+statue.jpg,no copyright
Albert Einstein Memorial,38.8924028,-77.0484139,Albert Einstein,Scientist,,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Memorial_a_Albert_Einstein-2023_01.jpg/1280px-Memorial_a_Albert_Einstein-2023_01.jpg,
Albert Einstein Monument,40.3483619,-74.6648066,Albert Einstein,Scientist,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Bust_of_Albert_Einstein_%28Princeton%29.jpg/768px-Bust_of_Albert_Einstein_%28Princeton%29.jpg,
Albert Einstein Statue,35.5064351,-97.6317255,Albert Einstein,Scientist,,,,
Einstein Statue,33.7750417,-84.3979076,Albert Einstein,Scientist,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Einstein%2C_GA_Tech.jpg/1280px-Einstein%2C_GA_Tech.jpg,
Albert Gallatin Statue (Fraser),38.8984312,-77.0343012,Albert Gallatin,Politician,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Albert_Gallatin_Statue_%28Washington%2C_D.C.%29_-_DSC08422.JPG/768px-Albert_Gallatin_Statue_%28Washington%2C_D.C.%29_-_DSC08422.JPG,
Albert Patterson Statue,32.4734748,-84.9992563,Albert Patterson,Politician,,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Albert_Patterson_Statue_Montgomery_Alabama.jpg/768px-Albert_Patterson_Statue_Montgomery_Alabama.jpg,
Statue of Alexander Graham Bell,35.224251,-80.836405,Alexander Graham Bell,Scientist,,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fc8.alamy.com%2Fcomp%2F2AJG27H%2Fstatue-of-alexander-graham-bell-charlotte-nc-usa-2AJG27H.jpg&f=1&nofb=1&ipt=215108ac899004a1e77e942d8d98435c3113baf206271378fec52155f8c467b7&ipo=images,no copyright
Alexander Hamilton Monument,40.7809575,-73.9645411,Alexander Hamilton,President,,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Alexander_Hamilton_NYC.jpg/576px-Alexander_Hamilton_NYC.jpg,
Alexander Hamilton Monument,41.9317151,-87.6384196,Alexander Hamilton,President,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Statue_of_Alexander_Hamilton_in_Lincoln_Park_-_Chicago%2C_Illinois.jpg/1536px-Statue_of_Alexander_Hamilton_in_Lincoln_Park_-_Chicago%2C_Illinois.jpg,
Alexander Hamilton Statue,42.3534512,-71.0724487,Alexander Hamilton,President,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Alexander_Hamilton_by_William_Rimmer%2C_Boston%2C_MA.JPG/768px-Alexander_Hamilton_by_William_Rimmer%2C_Boston%2C_MA.JPG,
Dr. Alexander J.C. Skene Statue,40.6749075,-73.9703166,Alexander J.C. Skene,Scientist,,,https://media-cdn.sygictraveldata.com/media/1200x630/612664395a40232133447d33247d383335393432333035,no copyright
Alexander Lyman Holley Monument,40.7312973,-73.9981542,Alexander Lyman Holley,Inventor,,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fstatic.nycgovparks.org%2Fimages%2Fcommon_images%2Fmonuments%2F2071.jpg&f=1&nofb=1&ipt=877f2aeb2ad2a173695f20a7c033faa529315bbc5202db418a20583cfddfa2bf&ipo=images,no copyright
Alexander von Humboldt Monument,40.7794864,-73.973358,Alexander von Humboldt,Scientist,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Alexander_Von_Humboldt_Monument_by_Gustav_Blaeser_-_Central_Park%2C_NYC_-_DSC06360.JPG/1536px-Alexander_Von_Humboldt_Monument_by_Gustav_Blaeser_-_Central_Park%2C_NYC_-_DSC06360.JPG,
Alvin York Statue,36.1656714,-86.7829545,Alvin York,Military,,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Nashville_-_Tennessee_State_Capitol_-_20220707093139.jpg/2560px-Nashville_-_Tennessee_State_Capitol_-_20220707093139.jpg,
AP Hill Statue,37.5841644,-77.4625302,Ambrose Powell Hill Jr. ,Military,Removed,,"https://media-cldnry.s-nbcnews.com/image/upload/t_fit-760w,f_auto,q_auto:best/rockcms/2022-12/221211-General-A-P-Hill-al-1548-2a9b57.jpg",no copyright
Andrew Jackson Equestrian Statue,29.9574413,-90.0629757,Andrew Jackson,President,,,https://upload.wikimedia.org/wikipedia/commons/7/71/Andrew_Jackson_%2814130889%29.jpg,
Andrew Jackson Statue,30.3255315,-81.6597006,Andrew Jackson,President,,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/JacksonStatueJax1.jpg/1236px-JacksonStatueJax1.jpg,
Andrew Jackson Statue,36.1661267,-86.7835447,Andrew Jackson,President,,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Jackson_of_the_High_Rises_%284532839590%29.jpg/1280px-Jackson_of_the_High_Rises_%284532839590%29.jpg,
President Andrew Jackson Statue,44.0816215,-103.2309304,Andrew Jackson,President,,,https://nohomejustroam.com/wp-content/uploads/2023/06/Rapid-City-Presidential-Statues-Andrew-Jackson-7th-President.jpg,no copyright
Andrew Johnson Statue,36.1625869,-82.8295805,Andrew Johnson,President,,,https://i.pinimg.com/236x/4e/a2/83/4ea28339b3e293f8816b51044e1bec71--johnson-city-andrew-jackson.jpg,no copyright
Andrew Johnson Statue,36.1656542,-86.783326,Andrew Johnson,President,,,https://c8.alamy.com/comp/2NHMK8M/andrew-jackson-statue-nashville-tennessee-2NHMK8M.jpg,no copyright
Anne Frank Statue,29.9430044,-90.070086,Anne Frank,Other,,,https://ghosty-production.s3.amazonaws.com/fotospot_spots/Anne-Frank-Statue-Fotospot_f57966485829d167d5043b7a5f9d7db6/large.jpg,no copyright
Anne Hutchinson Statue,42.3578162,-71.0643499,Anne Hutchinson,Other,,,https://upload.wikimedia.org/wikipedia/commons/c/c8/Anne_Hutchinson_statue.jpeg,
Saint Mother Theodore Guerin Statue,38.9344286,-77.0011916,Anne Thérèse Guérin,Religious,,,https://www.nationalshrine.org/wp-content/uploads/marys-garden3-mother-theodore-guerin-808x1024.jpeg,no copyright
Dr. Annie Alexander Statue,35.2176109,-80.8326681,Annie Alexander,Scientist,,,https://www.charlotteobserver.com/latest-news/mwpk0z/picture262163397/alternates/LANDSCAPE_1140/Dr.%20Annie%20Alexander,no copyright
Antoine de Lamothe Cadillac Statue,42.3271211,-83.0436638,Antoine de Lamothe Cadillac,Explorer,,,https://live.staticflickr.com/1003/1086581883_7ad6b1213f_b.jpg,no copyright
Archbishop Hughes Statue,40.8621709,-73.8866295,Archbishop Hughes,Religious,,,https://upload.wikimedia.org/wikipedia/commons/4/4e/%28King1893NYC%29_pg190_ARCHBISHOP_JOHN_HUGHES_STATUE%2C_ST._JOHN%27S_COLLEGE%2C_FORDHAM.jpg,
Art Rooney Statue,40.4459104,-80.0142546,Art Rooney,Sports,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Art_Rooney_Statute_at_HeinzField.JPG/1280px-Art_Rooney_Statute_at_HeinzField.JPG,
Statue of Artemas Ward,38.9379347,-77.085917,Artemas Ward,Politician,,,https://upload.wikimedia.org/wikipedia/commons/0/05/Artemas_Ward_statue_Ward_Circle_color_%28cropped%29.png,
Arturo Prat Statue,25.7774939,-80.1875123,Arturo Prat,Military,,,http://4.bp.blogspot.com/-scmPJdYKWvs/Viz_-KIwAjI/AAAAAAAAe2Y/t-IdZsBDdpc/s1600/AUTOGRAFO%2B216.JPG,no copyright
Statue of Ashurbanipal,37.7798899,-122.415978,Ashurbanipal,Historical,,,https://upload.wikimedia.org/wikipedia/commons/5/56/Statue_of_Ashurbanipal_outside_the_Asian_Art_Museum_3_%28261590328%29.jpg,
Babe's Dream,39.2849441,-76.6207171,Babe Ruth,Sports,,,https://commons.wikimedia.org/wiki/File:Babe_Ruth_statue.jpg,
President Barack Obama Statue,44.0793332,-103.2237863,Barack Obama,President,,,https://leisuregrouptravel.com/wp-content/uploads/2019/10/Obama_City-of-Presidents-2019.jpg,no copyright
